"word","interim_degree","final_degree"
"material",62,95
"materials",79,266
"math",28,52
"mathe­",0,19
"mathem",20,0
"mathemaatics",36,0
"mathematical",149,216
"mathematicians",21,22
"mathematics",141,561
"mathematics",0,29
"mathematicscomputer",0,31
"mathematiical",20,0
"mathematiics",36,0
"mathemattical",36,0
"matics",20,19
"matrices",0,51
"matriculation",51,53
"matter",26,25
"matters",14,16
"matthematical",36,0
"maturation",0,40
"mature",0,14
"matures",0,6
"maturity",30,0
"maurin",0,0
"may",611,810
"mbdscsiastateedu",0,12
"mcnally",0,76
"mdst",10,0
"mean",24,0
"meaning",46,75
"meaningful",28,12
"means",188,130
"meant",0,16
"meanwhile",0,7
"measure",18,22
"measured",136,45
"measurement",0,43
"measures",34,162
"measuring",68,0
"mechanism",0,12
"mechanisms",105,128
"media",62,61
"medical",10,47
"medicine",58,104
"meet",68,132
"meeting",32,30
"meetings",23,58
"meets",12,68
"meisler",16,0
"melanoma",12,13
"melanomas",12,11
"mellon",30,41
"member",42,87
"members",121,282
"memorandum",0,18
"mentor",18,0
"mentors",0,15
"mentorship",30,50
"merging",0,9
"meriwether",10,0
"messier",14,0
"messiness",10,0
"messy",0,37
"met",40,33
"metaph",34,0
"metaphor",27,22
"metaphorr",20,0
"metcalf",0,13
"method",0,25
"methodologies",39,0
"methodology",67,91
"methods",375,394
"metis",0,43
"metrics",55,24
"mexican",0,10
"mexico",0,75
"miami",0,32
"miami",0,7
"michigan",96,79
"micromasters",0,102
"microscope",11,0
"microsoft",0,118
"midas",23,0
"middle",63,201
"midpoint",27,0
"midwest",0,34
"might",245,431
"migrate",22,0
"migration",35,21
"miller",23,1
"million",14,78
"millions",0,6
"mind",49,63
"minded",16,0
"mindset",0,16
"mine",31,28
"minimal",0,22
"minimize",19,44
"mining",0,171
"minister",21,0
"ministers",20,0
"minnesota",0,50
"minor",0,247
"minor",0,42
"minoring",0,18
"minorities",30,77
"minority",0,67
"minorityfriendly",0,8
"minorityserving",28,17
"minors",34,153
"mirror",11,0
"mirroring",0,14
"mis",0,1
"misapplying",22,0
"miscdatasciencestatementpdf",0,1
"misleading",0,13
"misrepresent",0,24
"misrepresentations",0,10
"misrepresenting",0,10
"missing",15,28
"mission",41,0
"missions",4,32
"missouri",0,22
"mistakes",19,36
"misunderstood",0,25
"misuse",0,19
"misused",0,6
"mit",0,2
"mitigate",18,0
"mitx",0,8
"mix",13,29
"mixes",0,9
"mixture",21,16
"mk",0,1
"moacir",0,1
"mobile",40,21
"mobility",0,30
"modalities",0,121
"modalitieswith",0,9
"modality",0,31
"model",124,306
"modeled",4,0
"modelers",0,21
"modeling",81,206
"model­ing",0,24
"models",296,422
"­models",0,29
"modern",53,62
"modes",74,5
"modification",31,0
"modifications",0,47
"modified",137,23
"modify",19,37
"modifying",14,0
"modular",70,0
"modularlearning",24,0
"modules",0,33
"monetarily",0,24
"monitor",0,51
"montgomery",0,144
"montgomery",0,21
"montgomerycollegeedudatascience",0,2
"mooc",0,30
"moocs",0,123
"moore",9,0
"mooresloan",22,44
"moral",13,37
"moreover",4,22
"mostly",0,35
"motivate",17,58
"motivated",0,44
"motivates",0,2
"motivating",0,21
"motivation",33,0
"move",51,29
"moving",11,23
"much",52,97
"mudd",0,69
"muller",0,16
"multicore",0,20
"multicourse",0,9
"multidimensional",20,0
"multidisciplinarity",0,12
"multidisciplinary",165,159
"multi­disciplinary",0,16
"multifaceted",16,0
"multiple",204,345
"multiplying",16,0
"multistep",0,16
"multitude",0,13
"multivariate",0,76
"museum",0,21
"museums",24,10
"music",25,67
"must",73,68
"mw",0,0
"myriad",16,6
"myths",0,4
"n",58,1
"n",0,23
"na",2,0
"nabling",0,11
"naccurate",0,6
"nae",0,42
"nam",0,4
"name",21,0
"nandini",0,38
"nanocourses",33,0
"narrative",0,18
"narratives",13,0
"narrowly",0,68
"nas",0,42
"naseduenvisioningds",0,0
"nashua",0,77
"natalie",0,12
"nation",37,68
"national",182,317
"nationally",35,0
"nations",24,0
"natural",46,124
"naturally",0,43
"nature",45,247
"natureit",0,19
"navigate",0,20
"navigation",0,16
"nce",8,0
"ncf",0,2
"nd",0,2
"ndicate",34,0
"ndustry",23,0
"near",0,75
"nearing",21,0
"nearly",0,29
"necessarily",16,82
"necessary",208,206
"need",276,861
"needed",164,340
"needing",0,10
"needs",157,303
"negative",6,25
"negatively",24,0
"neglect",0,8
"negotiating",0,10
"neighboring",16,20
"netherlands",0,75
"network",0,34
"networked",0,24
"networking",28,98
"networks",32,132
"neuroscience",0,38
"neutral",0,44
"never",0,16
"nevertheless",20,0
"new",531,887
"newly",18,56
"news",21,0
"next",112,75
"nguyen",0,1
"niches",0,18
"niederle",0,76
"nihilism",14,11
"nine",0,133
"nity",36,0
"nj",0,5
"nominally",23,23
"noncomputer",0,13
"nondata",0,23
"nondiscrimination",19,9
"none",0,13
"nonexpert",0,14
"nonexperts",0,36
"nonmajors",0,12
"nonparametric",0,11
"nonprofit",0,16
"nonprofits",46,0
"nonrandom",0,21
"nonrandomized",0,19
"nonrelational",0,14
"nonresponse",9,0
"nonsampling",0,28
"nonsampling",0,36
"nonscience",16,0
"nonstem",0,16
"nontechnical",83,10
"nontraditional",5,0
"nopopphpcatoid=coid=",0,5
"normandale",0,22
"normative",0,38
"normed",31,0
"north",0,26
"northampton",0,24
"northfield",0,22
"northwestern",0,13
"northwesterneduexecutiveeducationindividualprogramsexecutiveprogramsbigdata",0,0
"norvig",0,42
"notable",10,52
"notably",15,0
"notation",0,25
"note",25,20
"notebook",0,38
"notebooks",18,38
"noted",0,40
"notes",16,23
"notforcredit",12,0
"notices",0,1
"notion",17,34
"novel",78,11
"november",0,22
"now",175,77
"nrc",51,57
"nsf",99,50
"nsfs",17,0
"nspe",13,0
"nted",23,0
"ntegrated",0,47
"ntroductory",0,42
"ntsstatfest",12,0
"nuance",20,0
"nuanced",0,15
"null",0,9
"number",25,311
"numbers",53,106
"numerical",0,46
"numerous",36,52
"nurturing",0,19
"o",29,26
"o",0,12
"oakes",0,22
"oath",223,134
"oaths",0,10
"objective",34,10
"objectives",187,71
"objectivity",0,28
"objectoriented",0,43
"objects",20,0
"obligations",32,17
"observation",15,17
"observational",31,21
"observations",84,0
"observatories",0,16
"observatory",0,4
"observed",0,27
"obstacles",131,34
"obtain",74,93
"obtaining",14,72
"obvious",18,13
"occupational",0,18
"occupied",0,13
"occur",36,13
"occurred",0,23
"occurs",12,12
"october",0,25
"offer",112,282
"offered",74,296
"offering",57,132
"offerings",27,145
"offers",82,335
"office",81,0
"official",0,16
"often",185,311
"ohio",0,61
"oil",0,13
"olaf",19,25
"old",12,0
"older",26,0
"oliva",0,0
"oliveira",0,0
"ollaborations",36,0
"ombine",0,53
"omputer",29,0
"omputing",0,12
"one",177,384
"oneil",19,0
"ones",34,33
"onesizefitsall",17,0
"ongoiing",29,0
"ongoing",55,36
"online",101,265
"onn",11,0
"onramping",0,72
"onset",70,0
"onsite",0,14
"onthejob",0,57
"oopen",27,0
"oosterbeek",0,75
"oothers",34,0
"open",95,120
"openended",0,30
"openings",14,15
"openminded",17,0
"openness",0,44
"operate",17,51
"operating",0,9
"operating",0,86
"operational",0,18
"operations",0,38
"opinion",0,2
"opportunities",376,312
"opportunitty",23,0
"opportunity",136,223
"opposed",43,0
"optimization",25,91
"optimize",0,40
"option",0,71
"optionally",0,5
"options",148,45
"oral",195,15
"orally",34,0
"orchestration",0,17
"order",28,80
"ordering",0,10
"org",20,0
"organization",19,37
"organizational",147,57
"organizations",68,136
"organize",0,65
"organized",38,67
"organizes",16,0
"organizing",0,18
"orghighereducationdcmp",0,2
"orgmicrosoftprofessionalprogramdatascience",0,2
"orgprofessionalcertificateberkeleyxfoundationsofdatascience",0,2
"oriented",0,6
"origin",13,0
"original",0,102
"originally",21,0
"originate",0,12
"others",136,222
"otherwise",0,20
"ouisiana",0,11
"outcome",15,44
"outcomes",82,457
"outdated",32,5
"outliers",0,13
"outlined",65,15
"outlines",0,18
"outreach",65,26
"outset",0,18
"outside",71,43
"outstanding",27,0
"outweigh",18,22
"overall",99,27
"overburdened",0,21
"overcome",0,40
"overcoming",0,19
"overconfidence",10,0
"overhauling",0,21
"overlap",0,37
"overpredicted",12,12
"overreliance",5,5
"overseen",0,4
"oversight",12,0
"overstated",0,6
"oversubscribed",0,25
"overtreatment",14,11
"overview",16,148
"owensmith",0,1
"owing",0,201
"owned",0,11
"ownership",0,12
"p",51,112
"p",0,7
"pa",13,0
"paath",34,0
"pace",20,81
"packages",0,23
"paid",0,24
"pains",55,12
"pairingssuch",0,10
"panacea",0,9
"pandas",0,15
"pankanti",0,1
"paper",28,26
"papers",14,0
"paradigm",17,20
"parallel",17,35
"parameters",32,30
"paramount",0,16
"parents",15,80
"parker",0,1
"parse",0,15
"part",120,134
"partial",0,25
"participant",0,19
"participants",136,96
"participate",41,163
"participating",0,28
"participation",260,313
"particular",109,294
"particularities",0,20
"particularly",144,144
"parties",0,14
"partner",45,97
"partnering",16,0
"partners",65,20
"partnership",16,123
"partnerships",257,112
"parts",19,47
"party",55,0
"pass",55,0
"passion",0,12
"passport",21,0
"past",109,87
"patching",0,13
"path",46,37
"paths",45,70
"pathway",30,10
"pathways",86,322
"patients",38,85
"patterns",34,71
"pave",11,32
"pay",27,0
"payments",27,0
"payoff",0,5
"pb",0,1
"pe",0,1
"pedagogical",165,54
"pedagogy",44,85
"peer",0,106
"peers",0,47
"penalties",0,28
"penalty",0,17
"pennies",0,13
"pennsylvania",0,43
"people",177,219
"peoples",0,23
"per",5,13
"perceive",21,0
"perceived",0,94
"percent",0,29
"percentage",0,23
"perception",0,37
"perceptions",0,27
"perezgiz",0,38
"perform",18,60
"performance",9,80
"performed",0,15
"performing",0,42
"perhaps",14,138
"period",28,0
"permeate",16,16
"permissions",0,25
"permit",51,83
"permits",19,0
"persist",9,0
"persistence",0,41
"personal",0,66
"personalization",19,9
"personalized",16,17
"personally",3,3
"personnel",0,67
"persons",125,16
"perspective",407,94
"perspectives",73,78
"pertaining",0,9
"pervasive",33,23
"pervasively",0,11
"peter",0,42
"peugh",0,1
"pharmaceuticals",0,20
"pharmacology",0,14
"phase",26,22
"phases",10,0
"phd",0,19
"phenomena",22,0
"philosophy",9,53
"physical",24,16
"physicians",47,59
"picture",18,0
"piecemeal",27,0
"pierce",0,9
"pilot",20,84
"pioneering",0,30
"pipeliine",27,0
"pipeline",83,41
"pipelines",0,15
"pippeline",34,0
"pitfalls",0,10
"pitted",16,0
"­pittsburgh",0,17
"pj",0,2
"place",102,67
"placed",33,0
"placement",0,89
"places",71,13
"plan",41,84
"planned",9,0
"planning",21,48
"plans",36,46
"platform",16,36
"platforms",0,97
"play",68,84
"played",0,11
"plays",24,22
"please",6,0
"pledge",17,0
"plentiful",0,3
"plinary",0,13
"plots",0,20
"plus",0,46
"point",74,68
"pointed",0,17
"points",22,113
"policies",35,43
"policing",1,8
"policingthe",12,12
"policy",125,78
"political",50,74
"poll",0,21
"pollen",21,0
"polytechnic",28,0
"poor",18,20
"popeleches",0,77
"popular",36,66
"popularity",0,34
"population",71,105
"populationlevel",0,6
"populations",138,200
"portable",12,0
"portfolio",9,0
"pose",0,54
"posed",58,0
"poses",24,0
"posing",0,42
"position",0,58
"positioned",23,0
"positions",60,59
"positive",6,18
"posner",0,10
"possibilities",14,28
"possibility",0,33
"possible",155,259
"possibly",0,70
"postgraduate",0,17
"postings",0,19
"postrandomization",9,0
"posts",0,15
"postsecondary",57,56
"potential",313,135
"potentially",26,95
"potentiially",34,0
"poverty",7,23
"power",34,125
"powerful",12,17
"powering",12,22
"pp",34,0
"ppathways",20,0
"practical",19,84
"practicalities",6,6
"practice",170,307
"practiced",12,0
"practices",452,219
"practicing",0,55
"practicum",0,83
"practitioners",12,33
"pratt",21,22
"precalculus",0,87
"precede",0,15
"preceded",0,11
"preceding",11,8
"precepts",0,25
"precisely",0,25
"precision",3,13
"predict",27,12
"prediction",0,119
"predictions",76,66
"predictive",13,63
"predicts",0,6
"predominantly",0,15
"preexisting",0,83
"preface",0,44
"prefer",0,19
"preferable",18,7
"preference",0,21
"preferences",0,13
"preliminary",52,0
"premand",0,1
"premature",0,5
"preparation",113,97
"prepare",70,249
"prepared",17,95
"prepares",17,68
"preparing",79,68
"prerequisite",0,95
"prerequisites",12,87
"preschool",0,26
"prescribe",0,5
"prescribed",12,0
"presence",20,0
"present",72,50
"presentation",16,86
"presentations",7,63
"presented",32,113
"presenting",0,8
"presents",8,32
"preserve",18,16
"preserved",0,13
"president",55,0
"press",0,27
"presupposes",0,9
"prevalent",0,18
"prevent",18,13
"prevention",45,18
"previous",58,124
"previously",26,57
"pricewaterhousecoopers",0,5
"primarily",5,5
"primary",0,60
"principal",0,9
"principally",0,13
"principals",0,80
"principles",122,218
"prior",0,28
"priori",12,0
"priorities",16,18
"prioritize",0,16
"prioritized",123,0
"prioritizing",24,0
"privacy",69,151
"private",52,152
"pro",0,8
"probabilistic",0,101
"probability",90,211
"problem",93,181
"problems",310,294
"problemsolve",7,0
"problemsolving",139,96
"procedures",31,0
"proceedings",0,3
"process",246,209
"processed",19,12
"processes",59,112
"processing",23,134
"produce",9,44
"produced",26,24
"producing",0,35
"product",21,0
"production",0,23
"productive",0,33
"productivity",0,9
"products",18,51
"profession",36,17
"professionaal",29,0
"professional",246,552
"professionalcertificatedatascienceexecutives",0,9
"professionalism",0,9
"professionals",47,153
"professions",22,0
"professor",20,0
"professors",10,12
"proficiency",0,83
"proficient",0,14
"profound",0,30
"program",437,794
"programcurriculum",12,0
"programmatic",6,28
"programmers",12,0
"programming",49,363
"programs",759,1253
"progress",32,135
"progression",0,102
"project",130,349
"projectbased",0,65
"projected",14,15
"projections",0,27
"projectoriented",20,0
"projects",128,135
"proliferated",12,0
"proliferating",0,36
"proliferation",8,16
"prominent",9,0
"prominently",6,0
"promising",14,13
"promote",0,0
"promotes",39,0
"promoting",0,19
"promotion",0,15
"prompted",0,23
"proogram",36,0
"propagating",0,9
"proper",55,0
"properly",0,25
"properties",0,81
"property",14,10
"proposed",73,22
"proposes",10,0
"propositions",16,0
"proquest",0,20
"prospect",0,20
"prospective",0,36
"protect",0,33
"protected",0,13
"protecting",0,45
"protection",35,7
"protocols",0,25
"prov",29,0
"prove",14,12
"provenance",0,32
"provide",300,389
"provided",83,99
"provider",18,20
"providers",26,25
"provides",158,240
"providing",121,142
"providing",0,10
"provision",30,0
"provokes",0,38
"proximity",0,18
"proxy",0,23
"psalmondseaster",0,38
"psychology",0,54
"public",319,430
"publication",0,19
"publications",0,7
"publicationsnsbpdf",0,1
"publicly",23,23
"published",0,28
"publishing",0,31
"purchases",31,32
"purdue",62,0
"puree",36,0
"purpose",85,28
"purposes",36,55
"pursue",88,39
"pursuing",45,65
"pursuit",0,17
"push",0,16
"pushback",0,3
"pushing",0,16
"put",89,44
"puts",0,27
"pwc",0,42
"python",0,182
"qb",0,2
"qualifications",0,12
"qualified",26,19
"qualitative",0,14
"quality",0,244
"quandaries",16,16
"quant",0,8
"quantification",25,0
"quantitative",99,101
"quantities",0,39
"quantity",0,12
"quarter",0,12
"quarterly",0,28
"querying",0,27
"question",128,78
"question",0,53
"questions",487,313
"quickdelivery",0,17
"quickly",76,113
"r",0,159
"race",0,55
"races",0,24
"racial",60,27
"rack",0,41
"raise",10,22
"raises",0,13
"raj",0,14
"ramps",34,0
"randomized",51,19
"randomly",16,0
"randomness",0,29
"range",106,226
"ranging",43,67
"rapid",22,73
"rapidly",18,152
"rapporteurauthored",0,14
"rare",0,24
"rate",0,16
"rates",62,61
"rather",64,97
"rating",0,21
"ratio",0,16
"rawlings",0,1
"rawlingsgoss",0,82
"reach",115,72
"reached",21,0
"reaching",0,46
"react",18,22
"read",0,16
"readily",19,31
"reading",19,6
"readings",31,0
"ready",0,13
"real",227,182
"realistic",0,13
"reality",27,21
"realized",12,0
"really",0,34
"realtime",47,60
"realworld",265,147
"reasonable",27,6
"reasoning",17,132
"recall",0,13
"recapped",21,0
"receive",19,33
"recent",25,38
"recently",34,102
"recognition",17,19
"recognize",48,108
"recognized",0,18
"recognizes",0,34
"recognizing",34,23
"recommend",0,30
"recommendation",0,117
"recommendations",9,152
"recommendationsoften",0,15
"recommended",34,20
"recommender",31,39
"reconciled",0,20
"reconstitute",0,16
"record",13,88
"recorded",0,7
"records",25,136
"recovery",12,11
"recruit",114,44
"recruited",44,0
"recruiting",28,15
"recruiting",0,2
"recruitment",38,23
"recur",0,7
"redmond",0,3
"redraw",14,0
"reduce",22,43
"reducible",0,15
"reducing",0,29
"reduction",0,29
"re­envision",0,16
"reevaluate",0,20
"reevaluated",0,5
"reeves",1,0
"referenced",0,25
"references",4,66
"referred",20,22
"refers",11,0
"refine",38,45
"refined",0,34
"refinement",0,67
"refining",0,26
"reflect",13,67
"reflected",9,0
"reflecting",0,14
"reflections",36,0
"refresh",0,17
"regarding",69,40
"regardless",36,81
"regards",0,67
"regional",0,42
"regions",0,12
"registry",0,75
"regression",0,84
"regular",59,20
"regulation",0,31
"reimagine",17,15
"reinforce",16,69
"reinforces",0,25
"reinforcing",26,15
"relate",15,0
"related",168,83
"relates",8,16
"relating",0,22
"relational",0,45
"relationship",36,0
"relationships",50,118
"relative",32,60
"relatively",0,74
"release",9,51
"release",0,3
"released",0,12
"relevant",257,173
"reliability",0,34
"reliable",0,97
"relied",24,22
"relies",11,11
"religious",0,31
"reluctant",0,39
"rely",0,40
"relying",0,27
"remain",53,57
"remainder",21,0
"remaining",0,22
"remains",0,12
"remember",74,70
"remembered",24,14
"remotely",0,5
"remove",0,12
"removing",0,22
"renata",0,42
"rendered",55,0
"reorganization",16,0
"rep",20,0
"reparation",19,0
"repeated",17,68
"repetition",24,0
"replace",0,53
"replacedby",15,0
"replicability",0,18
"replicated",12,11
"report",497,322
"reporting",0,34
"reports",13,37
"repository",13,0
"represent",31,91
"representation",20,97
"representations",37,0
"representative",21,0
"reproduced",13,0
"reproducibility",93,103
"reproducible",98,149
"repurposing",15,0
"reputable",21,0
"require",68,198
"required",104,396
"requirement",0,131
"requirements",63,238
"requires",53,275
"requiring",0,122
"requisite",23,0
"resampling",0,97
"research",451,492
"researchbound",0,32
"researcher",0,24
"researcherpractitioner",15,0
"researchers",131,51
"r­esearchers",0,23
"researchmicrosoftcom",0,2
"reshape",0,17
"reshaping",20,0
"reshuffling",0,75
"resident",12,12
"resistance",0,26
"resolution",0,29
"resolve",11,38
"resource",35,71
"resources",15,415
"respect",78,78
"respected",24,14
"respective",12,9
"respond",46,40
"respondents",0,13
"response",24,68
"responses",0,5
"responsibilities",13,12
"responsibility",37,91
"responsible",0,77
"responsibly",20,39
"responsive",125,35
"responsiveness",0,28
"rest",50,0
"restated",11,0
"restrictive",16,0
"restructured",126,0
"rests",0,9
"result",48,63
"resulted",0,33
"resulting",16,8
"results",156,257
"retail",23,44
"retailer",0,27
"retain",84,76
"retaining",9,62
"retention",69,58
"rethought",131,0
"retool",0,17
"retooling",20,0
"retrain",51,53
"retrained",0,18
"retraining",9,0
"retrospective",0,13
"returnoninvestment",16,0
"reu",4,0
"reusable",18,0
"reuse",0,67
"reusing",15,0
"reveal",14,0
"revealed",0,21
"revenue",0,17
"review",21,76
"reviewed",0,12
"reviewers",0,19
"revise",32,0
"revised",0,20
"revision",0,25
"revisiting",0,2
"revolutionizing",0,23
"revolutions",0,11
"revolve",35,0
"reward",0,16
"rewarded",0,13
"rewarding",0,24
"rewards",0,20
"rework",0,26
"rf",0,1
"rhetoric",0,18
"rhl",0,2
"rials",0,19
"rice",0,97
"rich",0,32
"richard",0,12
"richer",26,0
"ridehailing",0,16
"right",82,77
"rights",32,38
"rigor",10,12
"rigorous",0,64
"rigorrous",29,0
"rio",32,30
"rise",0,15
"risk",41,20
"risks",21,16
"roadblocks",0,17
"roadmap",0,16
"robust",26,27
"rochester",0,15
"roksa",0,1
"role",175,286
"roles",63,226
"roll",0,26
"romania",0,75
"rosehulman",0,30
"rosehulmaneduacademicscoursecatalogcurrentspecialprogramshtmlmultidiscminordatascience",0,2
"rosen",0,1
"rotational",0,14
"roughly",0,11
"routes",0,24
"routess",27,0
"routinely",17,0
"routledge",0,7
"roviding",0,7
"rules",0,17
"run",18,75
"running",23,34
"rural",0,12
"ruston",0,11
"s",101,34
"s",0,51
"sa",17,2
"sacerdote",0,75
"safe",0,29
"safeguarding",0,25
"safely",0,17
"safety",0,16
"said",0,9
"salaries",0,30
"salary",0,9
"sales",18,20
"salt",0,31
"salvanes",0,75
"sample",27,49
"sampled",15,0
"samples",20,0
"sampling",15,70
"san",0,111
"sander",0,12
"santa",0,18
"sara",0,38
"sas",0,40
"satisfactory",0,24
"satisfy",20,93
"satisfying",0,16
"save",3,3
"say",12,20
"sayed",0,42
"says",0,33
"scalability",28,73
"scalable",0,83
"scale",20,60
"scales",0,24
"scaling",0,34
"scant",0,16
"scarce",0,3
"scatter",0,20
"scciences",36,0
"schedules",0,22
"scheduling",0,17
"schemes",0,13
"schmidt",34,0
"scholarly",0,24
"scholars",0,17
"scholarship",11,25
"scholarships",0,24
"school",166,557
"schools",73,269
"science",1631,2578
"­science",0,14
"scienceanalytics",0,40
"sciencecollection",0,22
"sciencecolumbiaeduexecutivetraining",0,9
"sciencefocused",0,20
"scienceinformation",0,31
"sciencelite",0,16
"scienceliterate",15,0
"sciencereal",23,0
"sciencerelated",0,25
"sciences",245,282
"sciennce",29,0
"scientific",146,220
"scientifically",6,33
"scientist",28,87
"scientists",363,671
"scope",27,58
"scores",0,15
"scraping",0,18
"seaborn",0,15
"searchutmcampaign=fysearchprofessionalcertificatesgclid=cjwkcaiaksv",0,11
"seasoned",14,0
"seats",0,25
"­seattle",0,25
"second",20,51
"secondyear",14,0
"section",95,112
"sections",0,9
"sector",0,29
"sectors",34,24
"sectorspecific",0,12
"secure",49,34
"securing",0,24
"security",4,28
"see",132,330
"seek",45,35
"seeking",0,15
"seeks",94,68
"seem",0,14
"seen",22,45
"sees",0,16
"segments",17,59
"select",77,51
"selected",55,0
"selecting",11,0
"selection",0,124
"selections",0,37
"selfguided",0,21
"selfpaced",24,0
"selfregulation",0,19
"selfsupporting",0,20
"selftaught",12,12
"selingo",0,19
"seltzer",0,42
"semester",5,0
"semesterlong",0,21
"semesters",0,15
"seminars",25,0
"semisupervised",12,0
"senior",21,33
"sense",55,78
"sensitive",23,67
"sensitivity",0,29
"sensors",32,48
"sentencing",21,30
"sentiment",18,0
"separate",0,62
"september",0,25
"septemberoctober",0,21
"sequence",26,42
"sequences",0,58
"sequencing",35,32
"serendipitous",6,0
"series",21,54
"seriously",24,0
"serve",216,282
"served",15,20
"server",0,25
"serves",0,23
"service",52,37
"services",23,40
"serving",26,60
"session",24,17
"sessions",0,39
"set",169,372
"sets",321,366
"setting",27,27
"settings",58,89
"settingsequipping",0,21
"settingusually",15,0
"seven",25,49
"seventh",8,0
"several",64,217
"sh",0,1
"shape",88,92
"shaping",0,16
"share",51,86
"shared",13,77
"sharing",46,139
"sharingas",0,22
"sharon",0,42
"sharpening",24,0
"shenoy",0,1
"shepherd",18,0
"sheridan",11,10
"shift",0,9
"shifted",0,21
"shifts",18,19
"shipping",0,33
"shocks",0,11
"shop",0,27
"shopping",16,15
"short",16,72
"shortage",0,33
"shortformat",0,9
"show",21,64
"showing",0,10
"shown",24,50
"shows",51,14
"sick",48,32
"side",20,0
"signal",23,7
"significance",0,18
"significant",108,154
"significantly",14,53
"siloed",50,0
"silos",10,0
"silva",0,75
"similar",149,181
"similarly",59,10
"simple",0,57
"simpler",0,15
"simplifications",26,0
"simplified",11,19
"simply",0,38
"simulation",0,37
"simulations",34,49
"simultaneously",0,79
"since",26,45
"single",29,123
"sites",0,15
"situation",0,13
"situational",0,5
"situations",48,23
"six",62,30
"size",0,28
"sizes",0,22
"sj",0,1
"sketches",0,32
"skews",0,23
"skill",219,237
"skills",649,764
"skin",12,30
"sloan",13,0
"small",73,134
"smaller",63,11
"smart",46,55
"smarter",19,20
"smartphone",0,11
"smartphones",0,17
"smith",0,24
"smith",0,7
"smithedustatisticsaboutphp",0,2
"snafus",0,14
"snap",0,13
"soar",0,6
"soared",0,6
"social",302,400
"socially",0,6
"societal",72,87
"societies",27,200
"­societies",0,16
"society",252,239
"socioeconomic",43,43
"sociology",0,5
"software",90,251
"softwareasaservice",23,0
"solely",0,68
"soliciting",14,0
"solution",0,22
"solutions",15,58
"solvable",0,19
"solve",145,176
"solved",0,16
"solving",82,159
"som",34,0
"something",25,0
"sometimes",0,41
"sophisticated",26,20
"sophomore",29,0
"sort",38,0
"sought",29,12
"soughtafter",13,0
"sound",54,119
"source",18,24
"sources",108,213
"south",0,69
"sovereign",21,0
"space",24,93
"spaces",33,17
"spain",39,0
"span",61,18
"spanning",19,0
"spans",0,16
"spark",13,110
"sparse",24,22
"spatial",18,0
"spawn",0,18
"speak",0,22
"speaker",17,0
"speaking",19,0
"special",32,44
"specialists",17,44
"specialization",0,154
"specializations",0,30
"specializationsjhudatascienceabout",0,8
"specialize",0,15
"specialized",48,49
"specialty",43,0
"specific",164,430
"specifically",94,96
"specifics",21,0
"specify",19,0
"specifying",48,0
"spectrum",0,84
"split",23,0
"sponsor",13,0
"sponsored",18,4
"sports",23,0
"spreadsheets",0,14
"spring",0,14
"spurring",15,0
"sr",0,2
"ssess",0,78
"st",25,25
"sta",0,37
"stability",31,45
"staff",30,117
"staffing",0,16
"stages",11,20
"stakeholders",7,55
"stakes",0,8
"stand",0,51
"standalone",0,146
"standard",130,92
"standardization",0,18
"standardize",0,22
"standardized",0,15
"standards",103,201
"standardsorgstandardsinyourstate",0,32
"stanford",0,146
"staple",0,15
"start",68,57
"started",0,65
"starting",10,264
"stat",0,29
"state",133,179
"statement",29,51
"statements",0,21
"states",29,139
"statesarkansas",0,18
"statfest",11,0
"static",0,24
"stating",21,0
"statisticaal",12,0
"statistical",275,422
"statistical",0,3
"statistically",16,0
"statistician",1,0
"statisticians",0,21
"statistics",377,686
"statistics",0,29
"statisticsmachine",24,0
"statisticsneuroscience",24,0
"statistiics",23,0
"status",24,57
"steep",34,0
"steering",0,20
"stem",136,204
"stemminded",0,12
"stemtrained",0,12
"step",60,80
"stephanie",0,38
"stepping",0,7
"steps",48,114
"stewardship",11,0
"still",82,153
"stimulate",0,41
"sting",20,0
"stochastically",0,20
"stock",18,0
"storage",25,118
"storey",0,17
"stories",0,29
"storing",0,42
"story",0,14
"storytelling",0,4
"straightforward",12,0
"strains",0,14
"strata",0,12
"strategic",0,101
"strategies",146,83
"strategy",13,0
"stratification",0,13
"stream",0,32
"streamed",0,7
"streaming",0,49
"streamline",0,15
"streamlined",0,18
"streams",37,19
"street",0,3
"strengthen",36,0
"strengthened",22,0
"strengths",0,34
"stress",0,10
"stressful",0,12
"strive",0,30
"strivess",36,0
"striving",0,23
"strong",82,55
"strongerthanappropriate",10,0
"strucctures",27,0
"structural",0,7
"structure",154,127
"structured",28,75
"structures",193,110
"struggle",7,29
"struggles",18,0
"sttatfest",12,0
"stuck",0,6
"studdents",34,0
"studdies",36,0
"student",267,552
"studentdriven",0,44
"studentinitiated",0,16
"students",1168,1719
"studentsbut",0,20
"studentsengineeringmathematicscomputer",0,32
"studentsfar",0,20
"studenttoteacher",0,16
"studied",0,20
"studies",140,191
"­studies",0,19
"studieswhich",3,0
"study",269,424
"studying",13,27
"style",0,37
"styles",36,90
"su",27,0
"subgroup",16,0
"subject",18,73
"subjective",0,9
"subjects",57,91
"subsequent",0,42
"subsequently",26,0
"subsocieties",0,52
"subspecialties",0,19
"substantial",9,42
"substantive",0,30
"subsume",0,13
"subtler",0,8
"suburban",0,20
"succeed",17,23
"succeeded",0,13
"success",122,284
"successes",20,43
"successful",90,97
